,DateOccured,DateReported,Location,Duration
19550,20030423,20030429," Sydney (NSW, Australia),",21.45sec.
19551,20030406,20030406," Phoenix, AZ",35 mins
19552,19740615,20030426," Gua&iacute;ba (Brazil),",00:00:30
19553,20030421,20030429," Concord, NC",10 minutes
19554,20030516,20030517," Frankfort, IN",20 minutes
19555,20030317,20030318," Near Monore, on Interstate 75 North Bound, MI",few seconds
19556,20030517,20030518," Houston, TX",25 seconds
19557,20030428,20030428," Everett, WA",10 seconds
19558,20030504,20030505," San Saba, TX",10 seconds
19559,20030205,20030515," San Francisco, CA",
19560,19991116,20030313," Terre Haute, IN",10-15 seconds
19561,19870720,20030416," Windsor, MO","1 Hr, +/-"
19562,20030315,20030315," Front Royal, VA",2 hours
19563,20030101,20030425," San Jose, CA",10-15 seconds
19564,20030413,20030420," Meriwether County (rural), GA",15 to 25 seconds
19565,20030409,20030409," Millville, MN",1/2  minute
19566,19980820,20030409," Oxnard, CA",10 mins
19567,19830802,20030420," Marieville (Canada), PQ",5-6 seconds
19568,20030411,20030413," Terrace (Canada), BC",approx; 2 seconds
19569,20030505,20030519," Marion, IN",20 minutes
19570,20030511,20030517," Eureka Aprings, AR",5 minutes
19571,20020924,20030311," Dublin (Republic of Ireland),",10 min
19572,20030523,20030524," Havre, MT",2 minutes
19573,20030416,20030529," Limington/Naples, ME",45min.
19574,20030520,20030523," Salt Lake City, UT",3 seconds
19575,20030513,20030512," Bjaeverskov (DK 4632) (Denmark),","0,5 min."
19576,20020510,20030513," Bend, OR",1 min.
19577,19770615,20030428," Newport, OR",20+10 min
19578,20030430,20030501," Port Aransas, TX",3-4 Minutes
19579,20030524,20030525," Melaka (Malaysia),",not sure
19580,19990601,20030528," Roslindale, MA",3 minutes
19581,20030427,20030518," Zhenhai, Ningbo, Zhejiang (China),",Donot know
19582,20030316,20030329," Edmonds, WA",30 seconds
19583,20030521,20030521," Orland, CA",one minute
19584,19990315,20030412," New York City (Bronx), NY",4-5 minutes
19585,20030501,20030502," Chilliwack (Canada), BC",15 minutes
19586,20001111,20030430," Concord, NC",
19587,20000124,20030311," Mammoth Lakes, CA",1 minute
19588,20030403,20030403," Dundalk, MD",5 minutes
19589,20010915,20030524," Beja (Portugal),",40 min
19590,20030323,20030328," Terrace (Canada), BC",approx: 8 to 9 sec.
19591,20030523,20030529," Hayward, CA",3 min
19592,20030402,20030402," Blairs, VA",
19593,20030310,20030311," San Diego, CA",5-7 minutes
19594,20030521,20030528," Tempe, AZ",120 SECOUNDS
19595,19750715,20030423," Turbeville, SC",30 minutes
19596,19610810,20030503," Wendens Ambo/Essex (UK/England),",40/50 seconds
19597,20030507,20030509," Ada, OK",1-3 minutes
19598,20030327,20030329," Winchester, VA",10 seconds
19599,20030520,20030520," Tucson, AZ",30 minutes
19600,20030329,20030402," Iriga City (Philippines),",sightings
19601,20030404,20030501," Staplefield (UK/England),",2 mins
19602,20030428,20030508," Woodland Hills, CA",3-4 minutes
19603,20030406,20030406," Isle of Palms, SC",4 min.
19604,19720720,20030311," Williamsport, PA",1 min
19605,19700615,20030312," Vancouver (Canada), BC",5min
19606,19970704,20030417," Hazel Park, MI",walking
19607,20030418,20030517," Jackson, OH",3 or 4 min.
19608,20030416,20030423," Wikieup/Wickenburg (enroute), AZ",45 min
19609,20030215,20030403," Buffalo, NY",10 seconds
19610,19750615,20030422," Fulton, NY",1 minute
19611,20030412,20030413," Plantsville, CT",2 minutes
19612,20030423,20030426," Hazel, KY",10 minutes
19613,20001015,20030309," Alabama, AL",Aproxx. 5 secs
19614,19610715,20030511," Falconbridge (Canada), ON",?
19615,20030426,20030427," Miramar Beach, FL",5 minutes
19616,20030430,20030510," Southern Pines, NC",4 seconds
19617,20030525,20030528," Clearfork, WV",UFO
19618,20030405,20030405," In-flight (Texas), TX",3 MIN
19619,20030505,20030505," Jacksonville, FL",2 min
19620,19710615,20030525," Eleuthera (Bahamas),",30 minutes
19621,20020715,20030516," Hughson, CA",12;00 seconds
19622,20030308,20030404," Greenbelt area, MD",See account.
19623,20020706,20030315," Waukesha, WI",10 sec.
19624,19740615,20030316," Calera (outskirts of), AL",10-15 minutes
19625,20030404,20030407," Jacksonville, FL",20 seconds or less
19626,0,20030412," Regina, Saskatchewan (Canada), SA",5 seconds
19627,20030317,20030317," London (UK/England), .",35-45 mins
19628,20030404,20030405," Aloha, OR",2 seconds
19629,20030523,20030523," Melbourne (VIC, Australia),",5 minutes
19630,20030427,20030429," Quebeck, TN",5MINS
19631,19930315,20030524," Edinburgh (UK/Scotland),",5 min
19632,20030415,20030415," Toronto (Canada), ON",Less than 1 minute
19633,19980922,20030316," Egypt (I can not tell you), .",
19634,20030408,20030409," Uppsala (Sweden),",
19635,20030313,20030314," The Plains, VA",1 min
19636,20030307,20030307," Alexandria, VA",20 min
19637,20030428,20030428," Des Plaines, IL",
19638,20030526,20030526," San Jose, CA",20 Min
19639,19750722,20030524," Indiana, PA",3-4 hr
19640,19930615,20030313," Ashville (2 miles south of), OH",15-20 sec
19641,19701104,20030425," Boggabri (Australia),",
19642,20030307,20030314," Morristown, TN",about a 30 sec
19643,20030114,20030312," Henderson, NV",15 minutes
19644,19970915,20030529," Comfort, TX",10 minutes
19645,20010205,20030405," Scottsdale, AZ",2-5min
19646,20030408,20030409," Dubuque (County  Highway 151), IA",5 seconds
19647,20020615,20030525," Rochester, NY",15 -20 seconds
19648,20030424,20030501," Hammond, NY",20 Minutes
19649,20030423,20030504," Montcalm County, MI",
19650,20030406,20030407," Saint James, MN",at least 30 minutes
19651,20030308,20030308," Columbia, SC",
19652,20030525,20030525," Payson, AZ",over 1 hr.
19653,19991011,20030310," Montgomery, AL",3 minutes
19654,19910815,20030510," Toledo, OH",less than a minute
19655,20030410,20030410," Yaphank, NY",10 seconds
19656,19740715,20030511," Vining, MN",5 minutes
19657,20030411,20030414," Houston (Canada), BC",10 minutes
19658,19680615,20030525," Canoga Park, CA",10 min
19659,20030515,20030515," Cape Coral, FL",3 seconds
19660,20020813,20030417," Laplata, MD",10 seconds
19661,20030317,20030318," Orlando, FL",10 minutes
19662,20030324,20030413," Mt.Morris, NY",16:20
19663,20030521,20030521," San Lorenzo, CA",on going
19664,19770615,20030525," Otis (Reservoir), MA",20 min
19665,20030502,20030505," , IL",
19666,19840615,20030430," London (UK/England),",ABOUT 10 MINS
19667,19730920,20030521," Mansfield, OH",2 to 5 minutes
19668,0,20030412," Charlotte, TN",5 minutes
19669,20030315,20030520," Edmonton (Canada), AB",5seconds at a time
19670,20030513,20030514," Grove, OH",.05 sec
19671,20030515,20030524," Goleta, CA",night
19672,19790601,20030515," Mitrovica (Kosovo, Yugoslavia),",1-2min
19673,20030428,20030508," Wethersfield, CT",6 sec
19674,20021001,20030416," Grants, NM",3 to 10 seconds
19675,20030406,20030411," Kabul (Afghanistan),",30 seconds
19676,19730615,20030313," Calera (out-skirts), AL",10-15 mins.
19677,20010521,20030318," New York City, NY",30 minutes
19678,20030318,20030319," Oshawa (Canada), ON",approx: 40 sec
19679,20030110,20030501," Victoria (Canada), BC",4 seconds
19680,20030215,20030415," Bendigo (Australia),",10 seconds
19681,20030505,20030504," Sheffield (UK/England),",15
19682,19970601,20030520," South Charleston (near), WV",unknown
19683,20020615,20030507," Norwalk, CT",2 min.
19684,20030308,20030309," New Martinsville, WV",45 seconds
19685,20030303,20030305," Cuyahoga Falls, OH",3 or 4 seconds
19686,19930206,20030427," Meddowdale, WA",4-5minutes
19687,20030515,20030517," Ventura, CA",5 sec
19688,20030401,20030530," Holmdel, NJ",1 second
19689,20030215,20030306," Cannon Falls, MN",until daylight
19690,20030307,20030319," Colchester (UK/England), .",3 seconds
19691,20030313,20030402," Panama City, FL",10-15 seconds
19692,20030330,20030331," Dallas, TX",5 MINUTES
19693,20030426,20030429," Littleton, CO",30seconds
19694,20010110,20030408," Berlin, MA",20 min
19695,19980121,20030516," Goldsboro (north of), NC",10+ minutes
19696,20030314,20030315," Winfield, IL",3 hours +
19697,20030308,20030308," Windham, ME",1 minute
19698,20030302,20030305," Blackpool, Lancashire (UK/England),",20 seconds
19699,20030328,20030329," Capac, MI",a couple of minutes
19700,20030411,20030411," Apopka, FL",8:00-8:30
19701,19760615,20030515," Winchester, MA",5 minutes
19702,20030425,20030425," Hot Springs, SD",30 Min
19703,20030526,20030527," San Antonio, TX",10 min
19704,20030319,20030418," McKenzie (Canada), BC",approx: 3 to 4 seconds
19705,20030414,20030415," Cedar Rapids, IA",3 min
19706,20020615,20030428," toronto, ON",2min
19707,20030405,20030406," Los Alamos, CA",1 minute
19708,20030419,20030420," Anchorage, AK",15 seconds
19709,20030105,20030527," Greenfield Park (Canada), PQ",10s
19710,20030123,20030316," UK/England, .",
19711,20030421,20030423," Houston (Canada), BC",approx: 10 seconds
19712,20030215,20030329," Huntington (near), WV",4 minutes
19713,20001214,20030528," Casablanca (Morocco),",less than a minute
19714,20030315,20030316," Barbourville, KY",45 minutes
19715,20030405,20030510," Oxford (UK/England),",5 mins
19716,20030308,20030308," Portsmouth, NH",6 seconds
19717,20010825,20030309," Montreal (Canada), PQ",10 min
19718,19640615,20030526," Great Falls, MT",30 min.
19719,20030510,20030514," Cardiff (UK/Wales),",3 seconds
19720,20030122,20030305," Derry, NH",5 min.
19721,19580505,20030413," Palmer Park, MD",15-20min.
19722,19721107,20030319," Ottawa (Canada), ON",60 seconds
19723,20021201,20030417," Renton/Seattle, WA",7 minutes
19724,20030404,20030405," Concord, CA",10 min.
19725,20010723,20030424," Eagle Point, OR",5 Minutes
19726,20030515,20030516," Orange Park, FL",15 miutes or so
19727,20030314,20030314," Lafayette, IN",3 seconds
19728,20030329,20030329," North Royalton, OH",3 min
19729,19991011,20030409," Parry Sound (near) (Canada), ON",6 seconds
19730,20030117,20030502," Calistoga, CA",10 min
19731,19890903,20030317," Glennie, MI",morning
19732,20020715,20030508," Kingsland, TX",5 seconds
19733,20030426,20030427," El Dorado, AR",5 minutes
19734,20030312,20030313," San Antonio, TX",unlimited
19735,20030305,20030509," Rollingsford, NH",2 minutes
19736,20030518,20030518," Woburn, MA",10 minutes
19737,20030501,20030502," Seattle (West Seattle), WA",10 sec.
19738,19690101,20030512," Greensburg, PA",unknown
19739,20010903,20030524," Wittmann, AZ",??
19740,20030424,20030430," Los Angeles, CA",45 minutes
19741,20030314,20030314," Tuscola (area), MI",20 seconds
19742,20030424,20030424," Newark, CA",10 seconds
19743,20030330,20030330," Loanhead (near Edinburgh) (UK/Scotland),",20secs
19744,20030311,20030312," Hollywood, CA",3 Sec
19745,19740615,20030402," Pensacola, FL",1 minute
19746,20021115,20030425," Las Vegas, NV",15  SEC.
19747,19810615,20030313," Reading (UK/England), .",1 minute
19748,19930301,20030430," Mesa, AZ",a couple min
19749,20030402,20030404," Carlisle, PA",45 second
19750,20030425,20030425," Kanab (10 miles south of on  Hwy 89), UT",1 min.
19751,20030503,20030504," North Richland Hills (Smithfield area), TX",5 minutes
19752,20030522,20030525," Lebanon, IL",5 minutes
19753,20030303,20030305," Glendale, CA",5 mins
19754,20030311,20030313," Haymarket, VA",3 minutes
19755,20030413,20030423," Old Town (Indian Island), ME",less than 2 min
19756,20010714,20030428," New Holland, PA",four  minutes
19757,20000725,20030318," Waterford, MI",25 minutes
19758,20030506,20030512," Oxford (UK/England),",about a minute
19759,19580901,20030525," Fargo, ND",15 min
19760,20030501,20030503," Seattle (West Seattle), WA",15 minutes
19761,19460315,20030501," Alice, TX",20 secs.
19762,20030302,20030312," Leuven (Belgium), .",15 minutes
19763,20030308,20030527," Daytona Beach, FL",1 hour
19764,19860412,20030429," Oak Lawn, IL",20 minutes
19765,20020815,20030423," Lancaster, PA",20
19766,20030307,20030328," Terrace (Canada), BC",approx: 7 sec.
19767,20030423,20030424," Sandpoint, ID",3 seconds
19768,20030527,20030527," Fremont, CA",20min
19769,19960610,20030405," Eddington, ME",4 minutes
19770,20030416,20030529," Naples, ME",45min
19771,19750715,20030328," Smithland, KY",approx 10mins
19772,20020818,20030521," Anna Maria Island, FL",45-60 min.
19773,20030216,20030507," Crestview, FL",5 minutes
19774,20030503,20030503," Friday Harbor, WA",00:00:15
19775,20030513,20030514," Round Rock, TX",65 seconds
19776,20020815,20030504," Cheshire (UK/England),",50 seconds
19777,19991101,20030416," Howell, MI",10 TO 20 MIN.
19778,19750615,20030509," China (northern location),",3-4 seconds
19779,19990711,20030424," Likasi (Congo),",15 minutes
19780,20030411,20030413," Stockholm (Sweden),",40-60 seconds
19781,20030312,20030313," York, SC",approx 2hrs
19782,20030329,20030329," Cornwall (Canada), ON",5 minutes
19783,20030502,20030503," Seattle, WA",10-min
19784,20030506,20030529," Mantua, OH",24:00
19785,20030405,20030405," Fresno, CA",3min
19786,20010604,20030427," Steilacoom, WA",2 MINUTES
19787,19990919,20030313," Ashville (2 miles south of), OH",2 sec
19788,20030210,20030501," Medan (Indonesia),",250
19789,20030517,20030519," V&auml;stervik (Sweden),",2 min
19790,20030310,20030310," New Zealand, .",unknown
19791,20021118,20030313," Ashville (2 miles south of), OH",2 sec
19792,20030311,20030311," Lindenhurst, IL",1 second
19793,20021208,20030423," Wilson, NC",15 minutes
19794,20030424,20030509," Kitchener (Canada), ON",2 minutes
19795,20030304,20030305," Clifton Park, NY",2 minutes
19796,20030311,20030314," Thunderbay, Ontario (Canada), ON",5 minutes
19797,20030326,20030331," Carlsbad, CA",30 seconds
19798,20030415,20030414," Lake Macquarie (NSW, Australia),",1 minute
19799,20000501,20030311," Chicago, IL",1min
19800,20030411,20030411," Charlotte, NC",30-45 secs
19801,19720715,20030415," Houston, TX",2 Min
19802,20030402,20030414," Quezon City (Philippines),",5mins.
19803,20021101,20030401," Melbourne (VIC, Australia),",10 min
19804,20030509,20030514," Terrace (Canada), BC",8 seconds
19805,20030315,20030316," Sanford, MI",15-20 sec
19806,19590505,20030320," El Sobrante, CA",2 minutes
19807,20021216,20030305," Amherst, MA",2 1/2 minutes
19808,20030410,20030410," St. Albans (UK/England),",3 to 5 mins
19809,19600820,20030504," Pittsburgh, PA",about 5min.
19810,19980801,20030502," Rome (Italy),",20 sec
19811,19990629,20030321," Phoenix, AZ",2 minutes
19812,20030311,20030315," Shabaqua (Thunder Bay)  (Canada), ON",3 seconds
19813,20021215,20030315," Hazelton (17 Km north) (Canada), BC",3 to 4 minutes
19814,19940810,20030506," Gull Lake (Canada), AB",4 seconds
19815,20030331,20030401," Menstrie (near Stirling),",
19816,19740905,20030406," Saskatoon (Canada), SK",2 Minutes
19817,20030413,20030425," San Diego, CA",split second
19818,20021115,20030416," Maidsville, WV",
19819,19650815,20030403," Beaverton, OR",@ 5 seconds
19820,20030324,20030511," Tathra (Australia),",5 seconds
19821,20030214,20030315," Vancouver (Canada), BC",
19822,20030320,20030520," Salford (UK/England),",10sec
19823,20030315,20030317," Smyrna, TN",3hrs
19824,19990701,20030420," Xangrila (in Rio g Do Sul State) (Brazil),",10 minuts
19825,20030310,20030310," Great Bend, KS",25 minutes
19826,20030310,20030311," Milton, FL",20 seconds
19827,19540715,20030521," Bridge Hampton, NY",Less then 1 second
19828,20030311,20030312," Utica, NY",7 minutes
19829,20030512,20030514," Panorama City, CA",12minutes
19830,20020713,20030310," Lake Of The Ozarks, MO",
19831,20030501,20030501," Buena Park, CA",
19832,20030426,20030428," Arlington, TX",5 seconds
19833,19960715,20030418," Sioux City, IA",10 seconds
19834,20030505,20030505," Milford Haven (Pembrokeshire) (UK/England),",20minutes
19835,20030524,20030524," Jackson, TN",unknown
19836,20030403,20030403," Lake Jackson/Brazoria/Richwd, TX",3 seconds
19837,20030508,20030509," Durrell/Twillinagte (Canada), NF",
19838,19960715,20030314," Sussex, NJ",5 minutes
19839,20021217,20030315," Saskatoon (Canada), SK",5 minutes
19840,20010612,20030509," Kaslo (Canada), BC",35 seconds
19841,20030425,20030425," East Meadow, NY",10 seconds
19842,20030406,20030419," Langdon (Canada), AB",About 5 minutes
19843,19771108,20030514," Weimar, CA",5-7 mins
19844,19980712,20030502," La Motte D&apos;Aveillans (France),",2 minutes
19845,20001125,20030520," Wax, KY",5-7 mins.
19846,20020615,20030404," Coral Springs, FL",45 seconds
19847,20030521,20030523," Alburquerque, NM",Approx 5 sec
19848,19781201,20030415," Edison/Asbury Park, NJ",hours
19849,20030330,20030330," New Brighton (UK/England),",5 min
19850,20030522,20030523," Toronto (Canada), ON",1 hour
19851,20030526,20030526," Foothill Ranch, CA",10 seconds
19852,20030423,20030423," Chandigarh (India),",1 minute
19853,20030530,20030530," Chanhassen, MN",30 seconds
19854,20030409,20030420," Santa Rosa, CA",40 sec
19855,20010925,20030311," Burns Lake (Canada), BC",1min.
19856,20030515,20030515," Dollard des Ormeaux (Canada), PQ",45 seconds
19857,20011118,20030428," Modesto, CA",30 min.
19858,19820815,20030430," Toronto (Canada), ON",5 seconds
19859,20030422,20030422," Gainesville, FL",6 minutes
19860,19720624,20030314," Buffalo, NY",?
19861,19640615,20030520," Destrehan, LA",30 seconds
19862,19830420,20030514," St. Croix (U. S. Virgin Islands),",5 minutes
19863,20030501,20030519," Albert Falls (South Africa),","Not physically seen, capt"
